UUID,ANONYMOUS_CUSTOMER_ID,APIINITIATED,TS,MODEL,COMPLETION_TOKENS,PROMPT_TOKEN,EMAIL
msg_018PYDwFoYbDGdAoJs676zuJ,,true,2025-03-27 15:13:53.154,claude-3-7-sonnet-20250219,193,736,31d7157a35f48f9f64ffbc0d51c5a11b
a387b91f-0b3b-4985-ae1e-4e654fcc8cab,,true,2025-03-27 15:33:53.672,gemini-2.0-flash-001,257,1466,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01EfmGoTVEEpajopuxGbHmWK,,true,2025-03-27 15:46:18.497,claude-3-7-sonnet-20250219,240,5372,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01XDsX4TpyNXbo7yomPjGK2r,,true,2025-03-27 15:45:46.729,claude-3-7-sonnet-20250219,241,804,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01JJQp5mGE2Veo5S5okokdGc,,true,2025-03-27 15:48:39.112,claude-3-7-sonnet-20250219,223,786,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-3e05dec44e6a49edb64e64e2e29fd580,,true,2025-03-27 15:49:23.359,virtuoso-large,187,5232,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01Qz8gf4Z6dgzcaxJ1ehTB5n,,true,2025-03-27 15:49:05.969,claude-3-7-sonnet-20250219,291,839,31d7157a35f48f9f64ffbc0d51c5a11b
msg_016bnZQWEd7rFxR6gFF3A88d,,true,2025-03-27 16:14:13.516,claude-3-7-sonnet-20250219,211,7192,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01GMitEjLMsqikB8WmvMJ3AK,,true,2025-03-27 16:16:57.742,claude-3-7-sonnet-20250219,173,7181,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01UXa6TL9kyKWfpJ85Gy8WLs,,true,2025-03-27 16:17:01.857,claude-3-7-sonnet-20250219,193,741,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BLc7LZauV4OWeKPMPHALXZt6iKZQr,,true,2025-04-12 20:51:55.839,chatgpt-4o-latest,125,97155,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLc8f7ljLiD3TrbHtBEad9C2mCZ9Z,,true,2025-04-12 20:53:18.123,chatgpt-4o-latest,120,100371,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLcik2x5plwRGyDxlsSGehOwF5Ux2,,true,2025-04-12 21:30:32.298,chatgpt-4o-latest,63,104599,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLclIWKYhkT3oi3kwQ1jYOMeb2vYb,,true,2025-04-12 21:33:12.228,chatgpt-4o-latest,105,112770,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLcnGZ4VAlcRqdXIGBfyJHiSnmy4B,,true,2025-04-12 21:35:12.948,chatgpt-4o-latest,241,66619,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLcqiitCB39NoIjj3zrqBkzjxLp3o,,true,2025-04-12 21:38:47.929,chatgpt-4o-latest,109,74587,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLcwmoQ7wgPZGIFivEN1biLtADq4O,,true,2025-04-12 21:45:02.731,chatgpt-4o-latest,90,90506,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd0mafRpwcX7LNaqnFYdt2wGg61y,,true,2025-04-12 21:49:12.485,chatgpt-4o-latest,96,94375,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd1Tk6HLGQktlJ642GQ5mXY0rT01,,true,2025-04-12 21:49:52.996,chatgpt-4o-latest,30,96380,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd24am6CqRccDZANiUxnkgFUvktV,,true,2025-04-12 21:50:31.594,chatgpt-4o-latest,74,99745,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd1t7m8NrXZtKop60iOlCfXxtOYP,,true,2025-04-12 21:50:19.501,chatgpt-4o-latest,93,98905,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd3P68Um24DmCrTvjIOKNpLsNhfO,,true,2025-04-12 21:51:54.392,chatgpt-4o-latest,85,102542,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd3arOdnhYIGZFJhYPfNv3CFW2dn,,true,2025-04-12 21:52:07.434,chatgpt-4o-latest,241,103380,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd6lbhG0W2323SM0EQHWE8Huv0Ba,,true,2025-04-12 21:55:21.612,chatgpt-4o-latest,82,108623,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLd59986ahdvAsxb2byc2apt6S1Eb,,true,2025-04-12 21:53:42.708,chatgpt-4o-latest,117,105048,e96b0abe95670e6241425c0f8065586c
chatcmpl-BLf4m918UXKIL6sfcYXASLQFSOBre,,true,2025-04-13 00:01:32.509,chatgpt-4o-latest,115,100746,e96b0abe95670e6241425c0f8065586c
chatcmpl-BFkpJGkWAEUNslPXEgXTx1VWZCRO7,,true,2025-03-27 16:57:02.980,chatgpt-4o-latest,145,1624,31d7157a35f48f9f64ffbc0d51c5a11b
npsQS4z-6UHjtw-92f76fd5af45cb43,,true,2025-04-13 02:12:14.219,coder,196,31158,e96b0abe95670e6241425c0f8065586c
msg_01SMtgREQ4K3hFTU34etJfXx,,true,2025-04-13 02:41:37.847,claude-3-7-sonnet-latest,412,54241,1e9b81f5253eed47efcf6c60301bd936
msg_019rMU7ycU964xCqcwZccwWy,,true,2025-03-27 16:58:43.184,claude-3-7-sonnet-20250219,196,6865,31d7157a35f48f9f64ffbc0d51c5a11b
02875536-c41c-4233-b12e-e43fc1ee2bc3,,true,2025-03-27 16:58:52.132,gemini-2.0-flash-001,198,5516,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFkr8fyoocH6yNl5C0u3NMWksIAeJ,,true,2025-03-27 16:58:57.166,chatgpt-4o-latest,197,684,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01KSo1F6CD31kd4wQ9uxw3U4,,true,2025-03-27 17:01:50.572,claude-3-7-sonnet-20250219,210,5868,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFkzxAg4u7ZD39HcpvoIPHE1Tz5AU,,true,2025-03-27 17:08:03.424,chatgpt-4o-latest,163,649,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01TJmJ6aY9i8QLbS67fqEu9i,,true,2025-03-27 17:08:11.122,claude-3-7-sonnet-20250219,223,766,31d7157a35f48f9f64ffbc0d51c5a11b
fdbec7a5-ac38-43cc-b2ab-0c3f0289028f,,true,2025-03-27 17:08:40.178,gemini-2.0-flash-001,161,488,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01JvkdeyU1fpSbhtmvJzUnN7,,true,2025-03-27 17:08:58.724,claude-3-7-sonnet-20250219,197,745,31d7157a35f48f9f64ffbc0d51c5a11b
4f200d14-51b1-4776-a39e-0ad6e660aa57,,true,2025-03-27 17:09:06.798,gemini-2.0-flash-001,170,1006,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFl1VNrhehSAoUxwNZpZIA7kuUkpV,,true,2025-03-27 17:09:39.304,chatgpt-4o-latest,176,672,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01WgEYDdSM2yexDd6TxXwKFC,,true,2025-03-27 17:10:24.389,claude-3-7-sonnet-20250219,205,753,31d7157a35f48f9f64ffbc0d51c5a11b
7d4615bf-a30f-42da-a31c-3f5dc7cb717b,,true,2025-03-27 17:10:21.008,gemini-2.0-flash-001,163,684,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFl6vAFG5BUulgNLQDoHIrcqrV3J6,,true,2025-03-27 17:15:19.742,chatgpt-4o-latest,553,1035,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFl86hS3RdiSFdynY8EfI3EuFjnkO,,true,2025-03-27 17:16:29.720,chatgpt-4o-latest,240,736,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-8e29700fe39a4014a621d2cf91133b10,,true,2025-03-27 17:18:08.074,blitz,151,4531,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlAENL6qyZS8lXN9oWFr998FVsuP,,true,2025-03-27 17:18:40.750,chatgpt-4o-latest,158,6208,31d7157a35f48f9f64ffbc0d51c5a11b
0eb9ad6d-eb67-4bad-8661-af31722068b3,,true,2025-03-27 17:19:13.838,gemini-2.0-flash-001,333,4997,31d7157a35f48f9f64ffbc0d51c5a11b
a8c6dfa8-1125-4873-afbc-fdb335746e10,,true,2025-03-27 17:23:11.663,gemini-2.0-flash-001,210,6573,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlF2G6hPvIoFrsAg5MCnDEye0jK5,,true,2025-03-27 17:23:38.350,chatgpt-4o-latest,197,680,31d7157a35f48f9f64ffbc0d51c5a11b
msg_015tGSnGwnmwmtJnRqqKNsQw,,true,2025-03-27 17:25:58.860,claude-3-7-sonnet-20250219,210,758,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlI732jbJloxgH5LwlNZA4NuGxSS,,true,2025-03-27 17:26:49.601,chatgpt-4o-latest,210,706,31d7157a35f48f9f64ffbc0d51c5a11b
msg_011LWnh5QN5vn7bP4JKrSUaA,,true,2025-03-27 17:27:09.696,claude-3-7-sonnet-20250219,205,2347,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlIKxeB2f6Dd9IIxHLRrNTxeGobF,,true,2025-03-27 17:27:01.939,chatgpt-4o-latest,200,696,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01D5LGQxyucwp86BXV3PLfZb,,true,2025-03-27 17:27:13.250,claude-3-7-sonnet-20250219,225,773,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01H1v8XnSAJbzKzynxE1nZah,,true,2025-03-27 17:27:30.590,claude-3-7-sonnet-20250219,201,3624,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlJd2fd30SiHTqdY3hL2v9C7LFsm,,true,2025-03-27 17:28:23.088,chatgpt-4o-latest,180,663,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01XR9NGGkMQEgt3V5583VGvX,,true,2025-03-27 17:29:53.160,claude-3-7-sonnet-20250219,208,3034,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlL8A2iEMSU0uSXJu8aCarrBaeAq,,true,2025-03-27 17:29:56.278,chatgpt-4o-latest,169,665,31d7157a35f48f9f64ffbc0d51c5a11b
94ba8d9d-fdd7-49e3-995f-6c5d9a899525,,true,2025-03-27 17:31:03.156,gemini-2.0-flash-001,181,3368,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlMvoq1eOA7ZkqNHdmiCXaoBGg2O,,true,2025-03-27 17:31:46.566,chatgpt-4o-latest,175,661,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-f727a38cdb2647679f6ced96fe230039,,true,2025-03-27 17:31:44.448,virtuoso-large,173,2872,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlNDwgwkDP5oLX5pk48X03fC6OTl,,true,2025-03-27 17:32:04.715,chatgpt-4o-latest,161,4040,31d7157a35f48f9f64ffbc0d51c5a11b
msg_017ipywghMVEQNELhT8nnGxr,,true,2025-03-27 17:32:12.085,claude-3-7-sonnet-20250219,236,784,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BFlNjVxVkiE2Mz6670XsK21YbTqxq,,true,2025-03-27 17:32:40.196,chatgpt-4o-latest,161,4594,31d7157a35f48f9f64ffbc0d51c5a11b
msg_01UdJnZgKUvMjj8jVsZ14bMe,,true,2025-03-27 17:34:00.977,claude-3-7-sonnet-20250219,207,755,31d7157a35f48f9f64ffbc0d51c5a11b
e3b3e97c-1a51-4492-b806-38ed85de5be4,,true,2025-03-27 17:34:42.496,gemini-2.0-flash-001,187,5953,31d7157a35f48f9f64ffbc0d51c5a11b
chatcmpl-BZOgBT90pMweUbH98B0FqSewYZKlf,,true,2025-05-20 21:20:54.683,gpt-4.1,377,3961,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOcr6S82vExRoIkgVLQkrSll1p5L,,true,2025-05-20 21:17:30.108,gpt-4.1,304,3737,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOYNloG25AZSbr1rM1u8iFyeB8LD,,true,2025-05-20 21:12:48.193,gpt-4.1,239,3454,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOgeITZNcgTU8XCyAOBRNy6bWuFK,,true,2025-05-20 21:21:22.226,gpt-4.1,340,3951,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOaMkSs0xmeeD5L0yOBX5VAbra9b,,true,2025-05-20 21:14:51.006,gpt-4.1,271,3479,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOg4eXGM0Qboo9tynXUEW8umotsM,,true,2025-05-20 21:20:46.884,gpt-4.1,339,4018,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZOf0noujSApg8Iv0PSnU8eNH6YT0,,true,2025-05-20 21:19:41.134,gpt-4.1,348,3998,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BZPQJWQxyRFWHxML1RVstmPvFgydv,,true,2025-05-20 22:08:31.757,gpt-4.1,238,11264,777e8ffbcca603ef947ec42c6bab21f3
chatcmpl-BZOWP0pfOIX2JsEcYqfjYzlLoWYHC,,true,2025-05-20 21:10:46.350,gpt-4.1,283,3543,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Yn92qQxVjITTBIRbjuKdEhti16,,true,2025-05-17 02:27:33.657,gpt-4.1,233,3592,7e442692711c2f15b76135cb8cd7be58
nuMDZK2-66dFFu-940fd5420d3718aa,,true,2025-05-17 02:54:58.634,virtuoso-large,168,872,1e9b81f5253eed47efcf6c60301bd936
nuLwnSM-66dFFu-940f8a1e3dc1cf3a,,true,2025-05-17 02:03:39.735,virtuoso-large,70,846,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1Z3p0jy0gGdIasBPx5iUEXXGcG3,,true,2025-05-17 02:27:50.195,gpt-4.1,266,3470,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1cehlidhnm17CNvOw7Uwt12symw,,true,2025-05-17 02:31:35.724,gpt-4.1,313,3851,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1bfObD5MXOhycbZ8LfHLuoBGQhs,,true,2025-05-17 02:30:35.331,gpt-4.1,290,3608,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1g2WJ1j9KtsO6JvyD2ZLivhNTNZ,,true,2025-05-17 02:35:03.837,gpt-4.1,372,4067,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1WPGDmOYIAKjUeUXFPMuROFlpZV,,true,2025-05-17 02:25:07.070,gpt-4.1,301,3796,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1VcGBg24E8NMwykjtkXRHtgz0de,,true,2025-05-17 02:24:22.154,gpt-4.1,279,1134,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1YYRjwHmWgH48sO7s0gUql3ubVi,,true,2025-05-17 02:27:18.602,gpt-4.1,250,3619,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1eIkVbcgK733uq3G3VycwCxKMub,,true,2025-05-17 02:33:18.048,gpt-4.1,421,3979,7e442692711c2f15b76135cb8cd7be58
nuM2Cya-66dFFu-940f9f2ffe0ad287,,true,2025-05-17 02:18:03.293,virtuoso-large,114,790,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1XWFPFqhbXIi3eHxOfCi2sZ1u0k,,true,2025-05-17 02:26:16.519,gpt-4.1,280,3592,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ds3RU93VWw0DDk3Xq5yjSOPgtN,,true,2025-05-17 02:32:50.847,gpt-4.1,311,3670,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1cA90YjEhULXfdetVpAPCuUQUoK,,true,2025-05-17 02:31:03.800,gpt-4.1,308,3765,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1fk2iwDsVsHtOEjvKax0naEFnZN,,true,2025-05-17 02:34:46.213,gpt-4.1,356,4064,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1cLyD03VoW5iQUFje5tlp6QfQZi,,true,2025-05-17 02:31:14.604,gpt-4.1,308,3867,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1YHL4YUXkch8LLQp38rBq947ZAb,,true,2025-05-17 02:27:01.705,gpt-4.1,257,3595,7e442692711c2f15b76135cb8cd7be58
nuMMgvb-66dFFu-940ffbfdbc56cf5f,,true,2025-05-17 03:21:31.400,virtuoso-large,652,2081,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1dbyt8dy8IiTIKen7IBXq80y4R1,,true,2025-05-17 02:32:33.033,gpt-4.1,296,3710,7e442692711c2f15b76135cb8cd7be58
nuM8WFu-66dFFu-940fbd305e48cf77,,true,2025-05-17 02:38:36.674,virtuoso-large,439,1639,1e9b81f5253eed47efcf6c60301bd936
nuN4EP8-66dFFu-9410bd1cbefb891a,,true,2025-05-17 05:33:23.161,virtuoso-large,760,2347,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1VmSkctgy6hrrE2hl0IiSnGLhz0,,true,2025-05-17 02:24:28.694,gpt-4.1,337,1815,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1XLgyQWJb9G1CJdAGnFHXim2X3e,,true,2025-05-17 02:26:04.911,gpt-4.1,271,3635,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1YRJ0Dzq7cdWjGYaeeEDvdgI24U,,true,2025-05-17 02:27:13.459,gpt-4.1,273,3594,7e442692711c2f15b76135cb8cd7be58
nuMBpi2-66dFFu-940fccfeda107929,,true,2025-05-17 02:49:22.694,virtuoso-large,363,1392,1e9b81f5253eed47efcf6c60301bd936
nuM3G6Q-66dFFu-940fa4359951258a,,true,2025-05-17 02:21:28.844,virtuoso-large,110,870,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1WVraHsLHCNKLhNa8Api1QGnPpk,,true,2025-05-17 02:25:13.028,gpt-4.1,277,3799,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1aPRdLr29LC9yjwZbMc4ctOB6GF,,true,2025-05-17 02:29:13.807,gpt-4.1,276,3732,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1bZp1b0MeoaUaimeQQB961b7Hrg,,true,2025-05-17 02:30:26.802,gpt-4.1,258,3633,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1dmyLP2jxLrENL78MhFBltUyqfj,,true,2025-05-17 02:32:44.031,gpt-4.1,281,3668,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1aEXvzstdA7rMhvzweEIiUUsSsj,,true,2025-05-17 02:29:03.132,gpt-4.1,278,3742,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1eQuPluvBiH4UKjuChqlDta2mfW,,true,2025-05-17 02:33:25.257,gpt-4.1,388,4143,7e442692711c2f15b76135cb8cd7be58
nuLwuvy-66dFFu-940f8abc7dfaf43c,,true,2025-05-17 02:04:08.342,virtuoso-large,334,1322,1e9b81f5253eed47efcf6c60301bd936
nuMCrUu-66dFFu-940fd1e6fedb18aa,,true,2025-05-17 02:52:44.466,virtuoso-large,417,1486,1e9b81f5253eed47efcf6c60301bd936
nuM32Ct-66dFFu-940fa310391c258a,,true,2025-05-17 02:20:49.272,virtuoso-large,660,2070,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1VtFPmP7hSx4WIyM4dsjeCwF4Hc,,true,2025-05-17 02:24:34.875,gpt-4.1,296,2528,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1aJaH1HjTA57UotgStP3EIKSz2J,,true,2025-05-17 02:29:08.498,gpt-4.1,283,3731,7e442692711c2f15b76135cb8cd7be58
nuLxuid-66dFFu-940f8f7b0c3d5751,,true,2025-05-17 02:07:19.870,virtuoso-large,108,878,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1eg3kOVnqEBrjREbhntgvMuphiG,,true,2025-05-17 02:33:40.668,gpt-4.1,362,4385,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1asutFPDSJlceItS4uEW0M2gqZd,,true,2025-05-17 02:29:43.196,gpt-4.1,281,3700,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1fNCa6466ZcDRAiBewj389Ng0YQ,,true,2025-05-17 02:34:22.537,gpt-4.1,334,4096,7e442692711c2f15b76135cb8cd7be58
nuMAQxo-66dFFu-940fc647d99fcf77,,true,2025-05-17 02:44:47.428,virtuoso-large,307,1232,1e9b81f5253eed47efcf6c60301bd936
nuLxTHL-66dFFu-940f8d4fac195751,,true,2025-05-17 02:05:50.480,virtuoso-large,70,848,1e9b81f5253eed47efcf6c60301bd936
nuMF8Hu-z1gNr-940fdcbabcebcf81,,true,2025-05-17 03:00:06.094,blitz,311,1490,1e9b81f5253eed47efcf6c60301bd936
nuLzcHA-66dFFu-940f97931f35cf5a,,true,2025-05-17 02:12:58.173,virtuoso-large,628,1999,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1boYJTTCKWpQPfaw1HBfkqAniAK,,true,2025-05-17 02:30:41.286,gpt-4.1,274,3620,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Z89xP2FTilbD5GdfscF06PSdqW,,true,2025-05-17 02:27:55.503,gpt-4.1,255,3497,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1VWgIVNziRe7mZbX0sTGtMLpPvz,,true,2025-05-17 02:24:11.931,gpt-4.1,294,433,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1d4KlmPTzZzzgdigCmtntQhMHUW,,true,2025-05-17 02:32:00.138,gpt-4.1,293,3831,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1f9kIgmjA8MPtNIQY0aS18XvF0W,,true,2025-05-17 02:34:10.057,gpt-4.1,385,4101,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1fTdifdyXP8S3ixfoPd8LjnnRwX,,true,2025-05-17 02:34:31.372,gpt-4.1,356,4039,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1bJphxjoMviHSPC0iL8QILcyuCX,,true,2025-05-17 02:30:13.581,gpt-4.1,272,3655,7e442692711c2f15b76135cb8cd7be58
nuMJePE-66dFFu-940fed7d6d4a0d7f,,true,2025-05-17 03:11:32.538,virtuoso-large,264,1244,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1eyx3cNFdjEHLgobt6qpclRKX6k,,true,2025-05-17 02:33:57.370,gpt-4.1,366,4224,7e442692711c2f15b76135cb8cd7be58
nuN2bB8-66dFFu-9410b54b6edf891a,,true,2025-05-17 05:28:01.165,virtuoso-large,628,1999,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1YyQAZnMYJzEKxACVLlZhxavCuQ,,true,2025-05-17 02:27:45.262,gpt-4.1,251,3522,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1YsVURBE3c3ej2kmxmuSeX7rlfl,,true,2025-05-17 02:27:39.595,gpt-4.1,252,3552,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ctQ8TOXfZcT2m1pot13p4rfJht,,true,2025-05-17 02:31:48.251,gpt-4.1,284,3870,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ZTnWaKSns7LFhuxWHhnYVh57jc,,true,2025-05-17 02:28:16.538,gpt-4.1,238,3496,7e442692711c2f15b76135cb8cd7be58
nuMAEQy-66dFFu-940fc56a6989cf7d,,true,2025-05-17 02:44:11.847,virtuoso-large,333,1326,1e9b81f5253eed47efcf6c60301bd936
nuLvy2Q-66dFFu-940f8639fcd4f43c,,true,2025-05-17 02:01:04.693,virtuoso-large,418,896,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1XRbF4EuvjgVsvzIYcSQq9XDdpW,,true,2025-05-17 02:26:10.492,gpt-4.1,270,3607,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1cGpR4FK6F6eh6ZBz0GkMcHyTR2,,true,2025-05-17 02:31:08.996,gpt-4.1,297,3831,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Wi0htb7k2ldvRogNdO9uICQsrP,,true,2025-05-17 02:25:25.465,gpt-4.1,285,3764,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ZNuyfOCCEzDBCjR4J0hIqaH6mD,,true,2025-05-17 02:28:10.652,gpt-4.1,247,3491,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Y2pKvqIH4COCkcQAKAHYTsUAo7,,true,2025-05-17 02:26:46.746,gpt-4.1,246,3652,7e442692711c2f15b76135cb8cd7be58
nuM7zt5-66dFFu-940fbac6bf44cf7d,,true,2025-05-17 02:36:58.195,virtuoso-large,496,1063,1e9b81f5253eed47efcf6c60301bd936
chatcmpl-BY1aaa5IYxwDAm6jYfIlEm4je32Ko,,true,2025-05-17 02:29:25.009,gpt-4.1,282,3701,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ZJUWah9dPElstwzv5KCL3ULyds,,true,2025-05-17 02:28:05.167,gpt-4.1,248,3497,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1f44rZqETBdsgJsp25a0LalM3xM,,true,2025-05-17 02:34:02.940,gpt-4.1,350,4200,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Zn5oeBPnsBOzVMssqfKtztk4jn,,true,2025-05-17 02:28:36.481,gpt-4.1,275,3659,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1fqguDopYGWoQiXn7ggKz3kyoNo,,true,2025-05-17 02:34:52.490,gpt-4.1,365,4039,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1dUixoHdiDkugwzdHYM8w4xBlJV,,true,2025-05-17 02:32:27.257,gpt-4.1,286,3722,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1dGL0Ou0i8zGld5a2FEu721ZSzN,,true,2025-05-17 02:32:13.157,gpt-4.1,288,3760,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1WoK0zn4F7bTcKLXH0Ox8zldGxt,,true,2025-05-17 02:25:40.209,gpt-4.1,283,3740,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1ZhbJQOoMg2SNIBNmuz7tWzEXya,,true,2025-05-17 02:28:30.693,gpt-4.1,290,3595,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1a563Fm9s3qwutdd3eyE3MzaRFI,,true,2025-05-17 02:28:57.431,gpt-4.1,271,3809,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1WFwgjWMBtePa1Kx7KeHXbOBVLo,,true,2025-05-17 02:24:55.979,gpt-4.1,293,3824,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1XmayHVqCwHDsKxKwxMuhicT2Rb,,true,2025-05-17 02:26:32.130,gpt-4.1,249,3650,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1W9OHL4FQw2C1AXLEBmaHAT00Ai,,true,2025-05-17 02:24:50.579,gpt-4.1,275,3896,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Wb8OppXJBybWpDHcwfcq1snerC,,true,2025-05-17 02:25:19.705,gpt-4.1,291,3748,7e442692711c2f15b76135cb8cd7be58
chatcmpl-BY1Vzsj3Ux2oYfGEt9Ufa55vqY5o7,,true,2025-05-17 02:24:44.694,gpt-4.1,306,3217,7e442692711c2f15b76135cb8cd7be58
nuLwKBF-66dFFu-940f87e19bd55751,,true,2025-05-17 02:02:13.506,virtuoso-large,496,1063,1e9b81f5253eed47efcf6c60301bd936
nuMDHrY-66dFFu-940fd3fbebf619ef,,true,2025-05-17 02:54:06.567,virtuoso-large,163,912,1e9b81f5253eed47efcf6c60301bd936
